Id,label
f2e4ccd9-758c-4b00-8595-b848951ce90a,Normal
41c55b64-7ce8-441a-9ddf-61aaef967d5e,Water
e2964bee-b100-4c46-b361-46d000dc0737,Fighting
5b1f1d29-aecf-4b05-84ec-6bc74bc341b5,Bug
2fedc3ea-a133-4c21-9862-03b500b9a8bd,Water
d4ae2d3e-5764-449c-947c-73d21d794386,Grass
387d8666-75b8-430a-9def-048a77b770e6,Water
2ff753de-f98d-4847-9a3b-a1e4db52ced6,Water
f296b8e8-a53f-4b30-a638-a83f0472ed04,Normal
83c16e18-a3f2-444b-9ffb-9964babbb6da,Fighting
81e21fa4-fbf0-45c7-9b9e-03119285a13c,Poison
685abb9d-14d0-41fb-b114-c8d3838f2d4d,Fighting
a5fbd7ae-b229-4f0c-a0e4-fd5d0d68df76,Poison
45a29f4e-ab65-419f-be80-96ef240740c1,Poison
b59e145d-3c68-46a3-bfe0-e5736ac5e94a,Fire
a41572c0-9f30-4637-9278-913fe40a0616,Normal
f8fa7040-4dad-4428-9318-dbf706a1350c,Normal
acc6eff2-54a0-4bd0-a077-a143b08d1f12,Normal
77a9c1d6-13a4-42ef-9c73-a8d3a5613210,Fire
acf22af1-3788-4464-8da5-82c6df13c344,Fire
b9f7b109-36c9-4503-9fd9-90eb4663c700,Fighting
df9d4dac-63d2-470b-adec-ac25b2e71a6b,Rock
c91d0ad2-ec1a-425f-abeb-3632c05fae1a,Water
547c6c8f-0423-42a1-a71a-ac4064cf468b,Bug
76c5e027-68ca-400e-9413-d76013180d67,Water
8c21accc-7239-4b19-87b4-4acfaba04880,Water
3f21e40d-e852-4bbb-8129-4a908be1e6cf,Normal
99cc18b6-7cee-4083-afc6-9760727db26d,Normal
d84b8703-bc04-4ae4-856d-7987bb02bea9,Grass
932f028e-6028-41ca-b593-8e0dad16a943,Normal
6a8c463d-49a9-4903-992b-d0acae916ad5,Ground
81ba9e2e-0bcd-4fc1-8f29-3153ecad3331,Grass
8233b0d9-54a5-47f6-912b-890d9c5b88ad,Poison
3f59d526-3e2b-44a7-8563-e16393566245,Grass
e73bbf69-45d3-4e00-9f92-ba43a941b4ca,Fire
46aa7c1e-68a6-42d0-bc89-f4442b8c6336,Grass
a3a57274-511c-4bc2-89a8-31f067a75aca,Poison
36dfc5a0-0e58-4989-9a23-971e165080bd,Fighting
e5ccb3fa-a501-488f-9600-9732bac3fe25,Grass
c53f23d2-1567-4265-9a4b-9665e0a2fae4,Water
f1e3bea6-7360-4112-92c3-1d986dc42b88,Water
16b3f2eb-e9fa-45a0-a232-dfe3601913a5,Fighting
e94bcca7-ee35-498b-886a-7d19ac258809,Rock
58e5698c-561b-4c7b-9f28-547507b38320,Water
8bd5e8bc-d882-415d-9ab9-758eea85f776,Bug
c0f69588-d927-4fe2-9cad-e6b1aa6e2e5c,Normal
c20ffe9f-5ae2-46d3-b399-6663aaa65c66,Normal
ded4426b-700a-46d0-ae02-a63c3a6f39e3,Normal
74dabf15-b784-45f6-a844-209a51b1d53d,Normal
15ba9b7e-9280-4b58-9360-8e2be0686d6a,Fighting
e8d741fe-b3c5-49ae-aa46-b71a91eeb3ed,Normal
928e687c-81b9-43d9-b1f6-c82d8d199a1e,Poison
8a5218de-09b6-406d-a260-2ec17d6e5a6c,Water
6e0d1829-4818-439c-a972-fd6835635cc2,Ground
207c3e5f-45a9-43dc-80e8-5234859edf36,Water
ee6b7040-8530-4f27-b8a2-570c6475f4b6,Fighting
7b07334b-106f-4965-a7fe-3c98044007b3,Water
6323ad22-9484-49e7-9d6f-682e7506b0ba,Ground
1fa9002b-f7c3-4735-8c01-7bf94568bf39,Normal
48fa9105-1803-463f-b1b3-b1073a2b116d,Normal
44500d31-9b12-4c70-bd16-233261984b04,Normal
87b53808-6570-4e6e-af03-556c46625574,Poison
b6ea4729-4f0e-4def-a293-5a7f02c29ffa,Fighting
8c8dacf3-6c9b-41aa-ab24-fb85484fe38d,Poison
a428ee92-218f-4bec-bece-5577182bd8a2,Poison
cfc230d6-37c6-4037-91fe-caccb9b3ce3b,Fire
d917713a-c44f-4589-a6d7-92e019e6a20d,Grass
61114559-9623-41ad-9094-f731a5d3a3b0,Water
f7915370-71b6-41ff-9fdc-a0adaa12a968,Ground
cdf6b852-f527-4333-ba27-e31037962d78,Water
8bdc5ead-2c3f-45b4-b19e-7e2456d840db,Water
5cc271c1-40ec-4ca1-8306-f9465e4fe454,Fire
621b769f-f8e1-4495-81dc-04eab596d446,Rock
b1c62fab-d60d-473a-b51a-a0faf0325c94,Water
1556d6da-a6e4-4571-a0c3-223d9a443a9f,Bug
a0c920dd-386a-4a26-a4c4-7f9643155c6a,Ground
a6e11925-9a05-4a77-93e9-f3f530197298,Water
853f4f88-814c-4d1e-a07e-6bbf5df28381,Fire
c062864e-07e8-4aeb-9056-155f019543a0,Poison
caecafb2-69f4-4565-9a0c-50b6f8b5b6bf,Grass
f0dabaa0-31cf-4d9f-a51e-155010e83c22,Fire
25c1493b-b2da-4d46-86ff-bf73a9135cde,Poison
39873618-22de-412b-beed-847b3338ca34,Water
5f966577-5efb-4f2a-bc5d-39929f8f9451,Fighting
14cc44ba-e4fc-418b-984a-b1310570ac6a,Fire
0b5c0d68-e7e9-4919-a418-bba057a05f1e,Rock
fdb09964-2e13-4798-ba9f-27e6da638395,Normal
476d8fab-30f5-4041-9378-4b7e2c8ba59c,Rock
18142c6b-1d47-4452-bb57-4eb91ed646c6,Fire
70927730-0d53-487c-ad81-92e55fbd3446,Fighting
4c879c97-52d0-4971-8717-266781f5041f,Bug
194bb1e5-e004-4a3c-8963-6d36d3743d47,Poison
9b3c0aa7-0ffc-4d38-95dd-5ceb6f72642b,Normal
029c2722-cf28-4834-9eda-89474bbbed10,Bug
1eb17aef-6c0b-44ac-a8ce-a76bd6562f67,Ground
e911d9cd-d812-4a23-98da-3fb2cbcbea41,Fire
183b8d1a-b70a-4ee2-8543-540020fd10f9,Bug
60ae5cac-4d41-4056-a7fb-af9b13e67cfd,Rock
852f0290-ea97-4659-8c9f-7dd28f33529d,Water
33ff79b7-1810-4bb3-bc2b-e3e8b15f68d5,Fighting
492e2fb3-304a-4704-b35e-c87e24206256,Bug
766937bb-cbdf-4342-8490-0c8cb82015e6,Normal
d55e115f-4ff5-4aea-8867-681b7178acf0,Ground
96ddb71e-3ef0-4a29-a2b5-3f1a5ea7d45e,Poison
5425ab05-b05e-42e0-a61b-653778d3daef,Grass
60cd4ec2-885a-48b7-805e-6013719316b5,Bug
00391185-83d5-4765-8a5b-2641e1922e71,Water
6580d37d-6241-46c7-93e8-35c7758fd201,Normal
83dbb12c-107c-472f-a67b-fa28667a4207,Fire
e99535f6-b25f-4738-969f-0c0c638dc1c4,Rock
063b45fa-ea35-453f-b6f8-c0d5bf78d27d,Water
f54567d4-b50b-447c-b380-d791ac19bce4,Poison
f2dcb881-3bd3-4608-afc5-11521e6ce2bf,Poison
d59b3f9d-cae9-4253-b0f8-dc80ac21ef54,Normal
dd4076ee-4fce-4c74-aa17-f0a833487aaa,Water
9a8c8157-bd81-4718-a2e1-e7446d141a76,Water
86a983b2-bfea-4980-a4af-72d0450e76a5,Rock
e14ce3b9-7d3d-47a8-bb48-bd022ef5d02d,Grass
b4bbfaa4-a6db-4ce7-864b-be0c75ee33e4,Fighting
4b9358fc-7dd1-4a2f-9626-5a99614d03b1,Water
22fb8866-5e68-4e5d-b897-1c25274fe3b3,Bug
75d0afc8-7c3d-45d0-9384-4e6c987f97ef,Normal
ce66e27e-9748-47d8-a22e-0e49c1bbde3b,Normal
b6f692c2-bcd1-4b2c-b240-bf1a4a0f2366,Poison
4aecb5c5-ca18-469b-8c3c-100da0455f08,Ground
08bd8e23-dfbd-4a30-86f4-efcacf04498f,Fire
4d16c32a-f3f7-4be7-9969-39575df78ed9,Ground
16341800-966e-4d95-9438-f1997a5ac4df,Fire
ff37afdb-82e3-4c15-b96b-1903bdf78806,Normal
a5f4e967-11f5-4039-be8e-1d60f4be9b88,Normal
d89d30af-51fa-4ea5-9571-1f6d0eb16a67,Water
59bb03eb-1b05-428f-a517-80724cf391be,Water
ccab011f-eb1b-42e8-8736-ce3860f360a9,Fire
c4f29e31-7a35-490d-8a5e-f63974997209,Bug
3f2738ef-9502-42a5-a2f0-19ac7e557e3f,Normal
792de087-f7f4-462f-8935-26aef7d2495c,Bug
d463cb04-d377-4411-bba9-33d74f7022cc,Rock
3d4e9ba7-8bf6-4529-98e0-fa33387f5fc0,Poison
ab3345f0-0517-4ee9-babf-bfb806a0fb03,Grass
a7d907bf-1c59-4929-96f9-635663db284a,Normal
0dc3c303-419e-4f26-8cde-fa0472796582,Poison
d1ec9daf-f474-4732-b934-477535c73c91,Normal
438c380a-997f-4571-8456-d3565f66f246,Bug
92ff3542-96fb-48cd-b84f-84a6819fefaa,Fire
60260eb1-226d-40e6-a720-527c8acb64fb,Bug
22d94cb3-c703-4251-9b33-7ecb3d0cd17c,Normal
481b44c4-5e76-41bc-b622-f4398947a1d3,Poison
c96ef6e5-df7d-414f-a88c-e689fd7ad004,Normal
a714d332-2760-475f-a67c-b7a6f020f0cc,Fighting
b8ca40a6-b323-4023-b733-5d22995ce629,Water
f9e863fa-397f-41b4-ab06-1256380ec8fa,Normal
0adc82f8-85f1-437b-9a0b-3a3990f93516,Normal
5d81d6f0-c93b-406c-a2f7-df7d16a6ef4a,Fire
6d793634-5a99-497c-baa5-86b9dd9b6de8,Normal
d6c2682b-0608-4d14-8702-2b9ae005e98b,Water
7f584f9a-e1a3-4f80-a638-0b68c37a6d5f,Bug
41cdaa32-e90e-4254-a5a0-4f0dbdfb645d,Water
0748e078-807b-451c-82b2-53a719f1908c,Fighting
1005d921-b787-4d2a-82e3-5717eafa612f,Ground
319f23e5-c970-482c-bbad-d1fa8ce5767c,Fire
fef4b95d-e3eb-49bd-93cf-e8671fc2c40b,Water
29c1578e-3263-484c-bb63-bf9371069eb1,Water
b6dba10b-d5f1-40e0-86c5-17376ddcaefd,Grass
73ef4c7d-65b6-4e73-b431-fdc12c30e0d6,Fire
f8bbe278-dd7e-4553-8e72-6467b9552127,Normal
2a21e69e-2bfb-4ea8-ba23-dd8af57f87b5,Water
f608e374-79b2-4fc6-b752-4303e0107f3a,Water
04d81916-4b0b-4de2-815c-7fc6b12a3682,Ground
f888e9a0-3c5c-44a6-816a-cd136500eb99,Bug
857078b4-9927-4655-ad7c-0a73b3e4990b,Water
92358e00-b9eb-4988-afde-457ea7032702,Rock
3468ce35-1849-47eb-b24c-e35ddc83187e,Fighting
7b4c7af2-873d-447c-910a-aa8edfc0979c,Normal
14ddf6bc-6301-462b-9651-95a3453b77b9,Grass
75efc969-5357-4e65-a4a7-1926f5988384,Water
bfcf8db6-ef4e-4054-b10b-ab8db39bbb3e,Bug
448ce76e-0759-41ae-84fe-84a0abd88617,Grass
7e456522-32a1-4743-b51d-bde8566c4b8a,Fire
3c860c54-96f7-488e-a6c5-e83b76470f62,Normal
29a38530-6f41-45b5-988c-ee8b0f076a75,Grass
410dc568-d205-43de-85b4-2c9d553d84fd,Fighting
d57b562b-d60d-4bda-8f77-0603d35512e3,Ground
accd7e12-eaa5-4112-b2c5-a450e69efb7e,Ground
62e2bb44-d613-4138-ac0a-fc9c5c3c90e4,Poison
9ca0afa6-9d6e-438d-bb4f-81a401fe63c6,Normal
ff5deb95-8db8-4081-8a0d-598423f017cd,Grass
b2fc55e5-eebf-4900-b9b2-f81b1895621b,Grass
ee876924-10a7-4c65-8e3e-f893699ca9bc,Bug
9726e038-d854-41a3-9fea-2e7429e6a59c,Water
f9064b3f-2289-44ae-9b57-9c563f0c0670,Ground
99bc4fc2-f526-40fe-9bb7-be179e21d33a,Ground
8cbcae73-83ec-45c5-a7e7-8f17347732da,Poison
6b2a035b-0068-4cd5-8872-bf9ac673a96a,Rock
11f67c24-db19-474e-ac1e-baef22706909,Fire
07577ada-7f42-40d2-8658-f5c66b3adc8d,Poison
479a697e-cf86-4473-a91b-a6c1d2244213,Poison
0b3a294e-f058-4a5a-b4df-4e257debfa34,Rock
64f3e033-536c-4f29-8c9e-b194badb8093,Rock
e694952e-e843-47fb-ae9f-78430001d828,Water
258173af-472e-4104-9517-321d8fc0b645,Water
d2d50d80-2d46-4f05-991b-3fb18a468bf8,Water
d7d3e818-3c7f-47f8-8518-c19378c2154e,Normal
115a0589-eca1-4435-a20f-93459522b3cc,Rock
5d068491-12e5-455e-9000-6b3630a77966,Normal
2de781a7-7ac5-4e6b-8f58-92e930f7b5eb,Rock
8ecb41d9-4766-42b2-aa61-6a7c3d8739c5,Poison
b3bbe37f-7857-49dd-9e55-7e943b5a5e2c,Fighting
84343084-f61a-44a4-a788-2c530d12a694,Water
982a90c5-9360-42e1-91d0-5f1fd2992b60,Grass
903e2a57-6380-4bd9-a30c-d341bf137f31,Normal
eb00edb6-b523-4966-9adb-d988c159d2c0,Fighting
4629199f-14c9-46ae-9c4d-c5c328e4efff,Poison
7b98fd49-7b58-4fce-8e10-14a4605925be,Fighting
efdf3416-3e56-415f-85f3-92e9a7187051,Fire
e12b4816-d6a1-4080-9b9d-c4d637264d0e,Grass
24ded809-800e-4943-93ce-6ece232da0c2,Poison
583c7956-a9fd-417a-8bf1-355f4212debc,Poison
dc152151-5c60-493a-ab13-064800911998,Water
89d99a04-8d7f-45b4-a65a-bf77538ff422,Poison
e7ef4f09-b1b1-4116-9180-9fd1cf179293,Ground
c38ebb23-f7d7-4319-b811-a4d503cddbeb,Normal
5b2b3e2b-22f3-4302-b566-d1b009ae8bf3,Grass
0ddac017-1964-48c5-bed7-40978127a794,Fire
f1353652-e42b-4197-b143-49682a3bd3aa,Poison
0ed6abaf-c58d-4d46-aa2a-4bbbf950842f,Grass
a11efa79-b0b5-454c-94d3-475b3305c079,Poison
341f87f2-1235-4be7-94a5-e6fb5490bde0,Fire
746d2ab8-3af4-437c-bf08-1df75485ebd3,Water
eca2edbb-06ff-4c04-8ac6-2a383501756f,Fighting
8b65d7e2-a375-4797-a8b1-7771ded253e6,Normal
43383044-bae1-444f-8ce6-1f4166d6d954,Normal
fbbe520c-9aa4-4ed4-a6ad-9cb9905f21a0,Rock
94d1b0ad-65bf-465b-bd70-a5bbfdea4aeb,Water
8fc62295-5570-4ddf-be09-7dc9b28d315e,Water
0ac0de0b-d9eb-4a72-858a-a478671993ce,Normal
8b64bcb4-9253-4148-9e4d-c6ab69215901,Rock
4cc934ff-789a-4723-a682-f2b53c3c9fa4,Bug
ae87b1de-0350-4675-bd78-d7275ce73360,Normal
1da46a4e-9593-40c1-8989-66e12e021c99,Normal
18e99f8d-e919-4270-88e0-eecc25be0938,Water
89ba0b6e-0a98-4052-b9d6-038c05734a8d,Bug
7a38624e-8eea-4a09-b483-700377cf7447,Ground
2d199b7e-eb4a-4d0f-9345-6fe16c56c991,Normal
b59139b8-5ddc-4834-95eb-d035d989140e,Water
8e515ef6-56dc-466f-936f-80b6debc1685,Water
890376ce-526e-41c1-a14e-4cd816f7f71f,Bug
2ee8d9b7-94fc-4104-81c6-5c652652eedf,Water
f11c8e60-586f-4010-bfd5-d37708b49648,Fighting
466793fb-8a51-4296-85ca-44ba8aff5e61,Normal
33abaf8b-8148-43ad-ba81-e885d85f8179,Normal
62cfbfc6-0cf1-4a29-ba49-bbc4dc6a0527,Grass
f22276b6-6488-4c4f-b8c3-b90cebcf724e,Water
3292a0c6-a7c8-4521-9474-e1b8434a58c5,Water
336cb2d2-41e1-4a9b-9a78-5b23cca47ce9,Water
14224dc2-09b1-44de-924d-723313ce47e4,Ground
52eae9c4-d652-473c-8a76-6c48bc589c0d,Bug
b7994e04-2d6e-4bb3-bc9b-f371c742d51f,Fighting
4c7d0cb9-57ae-491b-a0a8-368fc4581af1,Water
0fd67f5e-2801-4200-a778-42478fb2a5fc,Rock
67faaf34-39cd-43fe-b5d9-621ad378bc83,Poison
875af39d-5fff-41ba-810e-2dde38d93cf7,Bug
6defca97-c9a9-4bf1-b89f-0136763500e6,Rock
ae5d5288-802d-468a-8b7f-76d5484b40e3,Fighting
f7448f21-c1cb-4ac8-89ad-4c97fbee348b,Fighting
052bdb66-a7c2-4e1a-8438-59792dc7a084,Normal
ac631250-4204-4847-a4bc-c5250204a88a,Fire
54af4964-25b7-4e5f-a184-2eae1b228403,Water
5fa2c81d-d14b-428d-9d23-a1440000cee2,Fire
d8d13ba0-418d-4bbf-ab3e-ffa07002c751,Fighting
8bf257de-4d29-4e93-88db-a933a8dc7cd8,Fire
eb03cfec-57ed-4ded-9757-3d9e9bc8a583,Bug
8dc6f6dd-bfe7-40e8-a32d-803f9a694366,Ground
0e3fcdf3-fc82-441c-83ae-1df4ca4b79f8,Fire
d55d0ba5-358e-48c2-8bd3-4dd0654fa7de,Grass
b833fed3-d5b4-4c81-936d-14f9d2301317,Normal
e9bd5cb3-57a9-4ddd-af4a-87994c5bf6f0,Rock
d89237e1-6e1d-40cd-baba-d593bbba6d27,Rock
f70c0f02-78f5-4644-942c-bee8ac1f2094,Water
83d86631-b2df-40db-b611-e074cfe2f2e6,Bug
9f3e298f-bc8b-4af8-b4d1-4155ebe4e51e,Bug
731c5a26-c360-4da5-ac19-e9d4af2a9723,Water
469f90ce-9b28-4e37-80c6-fc3085ac105b,Ground
641f1555-284d-4bfa-839f-b5c378aff0fd,Ground
4f6dd49e-7e73-4450-86e1-1fcf5b21322a,Rock
c95228a9-0f9f-4b4c-9b32-caea06693ac4,Fighting
1a9c931b-133d-4c51-a35b-015b14b36cb7,Bug
ca0f7241-ba97-4b4f-a120-7e6c5085cfb0,Ground
a139eac9-b4ca-444a-9ef8-11884ef4793f,Ground
7f03bacb-aa7b-4b2d-ab0f-01e839432de0,Fire
d49a5243-49ed-46c8-a65c-d4ef8679beb2,Rock
d997d7f8-7005-4bcc-9b29-c15a43ef6584,Rock
2353610a-fa81-4b42-a1f6-8cb49ce4b55c,Poison
cb594308-0c23-4036-bd2c-33eeadd7105c,Fighting
6b1e6540-cfb2-4e45-ae39-7568cd5bb15a,Normal
84990182-5d17-4a29-8e50-9fa1aa5c5d78,Normal
08bc0b74-9059-470c-acb6-b635d6267e03,Fighting
1c5778aa-be16-4e64-9ce7-1cac8f158061,Fire
3b03105e-343e-49bc-9e93-0977e34a0465,Poison
3713d2b6-6fce-4aa6-88dd-7ebd01bccb3e,Water
7fdca7cc-e09b-4250-a99e-e594b45089ae,Normal
3d0a94e8-35b3-4ff1-a74a-5bd62df66bbd,Grass
8a28a7d6-ba4d-4eeb-a724-4cf1de7ada2e,Water
e414fbc5-546b-44fe-85a6-5b284a9acf3c,Normal
b17ac835-79a6-48b6-90a0-bf1e3a54adfc,Fire
87839125-2037-477b-8cf4-8ebe111200cc,Normal
f24ac32f-0b65-404b-8eb1-356edc5be011,Grass
9c7e02f2-f87e-4c0d-a17d-1ae748963f77,Rock
fd5524c5-6766-4287-939d-9853bc1aa3a1,Fire
80a58764-d3df-4555-8f44-09168a83c74b,Water
bb8a995c-80f9-4d57-9d7d-571a2642f694,Fire
cdd51c33-d321-43fe-9665-652c6d6027f9,Rock
033043bd-4cad-49a7-87c2-0b3f413913a7,Normal
ce2d4dd1-7edf-40d7-8c2a-adf7ee6e4497,Grass
0dda0af0-dbb6-466f-a09c-80a672e46490,Water
004e29f4-b35f-4cf4-a65c-577c59cf68be,Normal
8c98d114-f05c-424a-b193-e67ef1225fc4,Fire
6aa463f7-c53f-4ceb-a3ae-195677f6a7e0,Water
b79f2890-7310-4662-936f-53660523e2ea,Bug
b4b3da71-2a1e-44c5-9643-d420a4084d1e,Ground
76f89c81-0933-4e88-9be2-8cd14ca5b2ff,Water
47c63f91-6569-49e8-8200-72a262fa3dbf,Poison
c13df020-1542-470c-8505-1eb993f95170,Poison
0fc55c4c-847e-4368-9cc9-a85036901163,Grass
d86d2148-644a-4499-bf88-af2e36c5a137,Water
e44d57da-b8c6-4fa6-ace9-7c6ee2e25b3b,Water
596b6eaa-559e-40f3-886e-59fddfab6b74,Fighting
30ec4dc6-be96-483d-81f9-15d42d1ab6a6,Water
44b10f80-2528-4ec7-9789-5fef370ae235,Normal
b767e704-1745-4baf-960d-8f3f6a70c50f,Ground
e2321735-3585-4b9a-8b06-4a602ad2db3e,Normal
99f513c6-a0b9-41ac-bd18-f46cf683dfec,Rock
fbb5258b-10ed-4518-822f-96e6c2be5d0c,Poison
90f293f7-2cca-494b-8090-9f663cfed9ca,Normal
dbcf12ff-84e1-48f0-a937-70decd4b50e9,Fire
bf943886-cfbb-43a5-8bbe-72e29e1f7e8a,Normal
526564e1-7546-4d4d-8d5d-e70050fe47e9,Normal
cdeabc92-3cc0-4ecd-8232-a836c55beb10,Rock
7cdb0a85-9fba-4d09-8ffd-9613a18d862b,Poison
2c7d834c-99f4-4a3c-9cb6-5a4ad5e852f3,Poison
928b8df3-1141-4231-9435-b89f422c36fc,Fighting
0c62d689-b3ac-460f-90b8-7e67ea3ad090,Water
4816174e-2e1d-4726-a2a2-9d65485c3781,Water
ef1867e1-f442-4e02-a54f-d2b26987a144,Ground
76ce9dea-e8d6-4ad5-959c-1fe9a0c64013,Water
1bdcaaf1-42d2-4c25-99bd-325514a8e34a,Ground
1d6e30ec-f6f6-4121-a69a-e4f2dd61abda,Ground
769cfd1a-9df6-4fe5-afca-803030b14422,Water
0d52b2c1-46b0-4749-baa3-a3d7bc6472dc,Bug
f251c16f-7cf8-4bbb-bec1-2347918e4dac,Poison
aa617bef-c8f8-4d67-845e-51c7a51e911c,Normal
71d54046-de18-4c7b-bb34-f93347ca8f26,Fighting
c6a44c32-8477-44aa-ad9f-911c6a0e909a,Normal
79b13861-35e2-44b8-890f-b091ab88ab90,Grass
67a84b3c-023f-486a-a890-ba3f571b7bb3,Normal
71812f57-8430-4478-a0d3-96968451d988,Bug
24ca32eb-e489-41b0-a204-383f8f782254,Bug
b9467c77-9e61-4ff4-93c0-2ac0e8dcb2e2,Water
886f43d1-3b44-48e6-9144-819afbb6ff3a,Poison
6caa0696-207d-4d73-843e-7cd99f87d89d,Rock
b150a8d6-df89-4e3c-b068-c430e0c13809,Fighting
1a708e2d-1ebe-459f-ab36-709bb7240d9b,Water
f502857e-a600-48b2-a378-8ed48fd56095,Water
46551627-4b25-4d7e-a825-73523dbc56a5,Poison
ea15f972-493b-4ea3-98bd-a711cfc68d90,Water
e06a9c82-0579-44fb-a11b-77bef5c5f166,Normal
617cc8c7-4179-4836-bafc-d40262d295e0,Rock
c419a9bf-1fa0-4d12-8e4a-e14688911715,Ground
1a896db3-f23a-40f0-a30d-0ae3c80b86ba,Rock
a7ee8d74-4568-44a8-90b5-a14b26e9c5ed,Normal
94fc16a1-664b-44de-8623-4fc3b4d1aa04,Ground
f419f843-e19f-45a3-ba6a-a59a0188ed8b,Water
c4bdc011-d5c3-4528-b2ea-bf331c22b4f6,Bug
09d62293-0749-4762-92ee-0f6c37438c06,Water
127aa8ac-1319-48f2-b300-f593cab275eb,Grass
1df1a834-e0f0-498b-b084-aaee6bd6ca55,Water
c256903e-cd10-4d96-8859-cdce4adcd0fc,Fire
537bb9d6-ab9c-4971-b124-e29330a20225,Fighting
26a3891d-49c0-459b-ae02-35761db30744,Fire
cdb18272-c938-4f2c-a0ff-7e819768fd5e,Bug
